row_id,full_name,balance,currency,updated_at
C00109,Edsger Liskov,27751.66,USD,1775317260000
C00185,Ada Knuth,21521.9,GBP,1775499420000
C00135,Frances Berners-Lee,5202.96,USD,1775372280000
C00143,Margaret Knuth,27268.93,EUR,1775390520000
C00018,John Liskov,34281.12,GBP,1775055540000
C00025,Frances Berners-Lee,44925.26,SEK,1775079540000
C00142,Edsger McCarthy,7139.84,USD,1775386200000
C00128,Tim Liskov,40176.39,USD,1775344560000
C00141,John Knuth,11072.42,GBP,1775381880000
C00204,Alan Perlman,37949.19,EUR,1775557200000
C00129,Vint McCarthy,4249.84,SEK,1775348700000
C00053,Frances Berners-Lee,-990.08,EUR,1775179740000
C00080,Edsger Turing,48863.79,SEK,1775261220000
C00152,Frances Hamilton,7500.16,USD,1775416320000
C00207,Grace Dijkstra,4884.19,SEK,1775568300000
C00212,Donald Turing,28841.59,EUR,1775591640000
C00012,John Perlman,38146.51,SEK,1775051040000
C00061,Radia McCarthy,15757.58,EUR,1775214480000
C00211,Tim Hopper,11567.66,SEK,1775589900000
C00158,Margaret Liskov,30748.88,GBP,1775433540000
C00071,Frances Knuth,6933.26,GBP,1775239080000
C00195,Frances Hamilton,9319.18,EUR,1775528940000
C00075,Edsger Perlman,20635.94,SEK,1775243820000
C00002,Frances Liskov,4860.85,EUR,1775010420000
C00013,Margaret Perlman,37089.96,USD,1775052420000
C00086,Barbara Knuth,34362.17,EUR,1775276460000
C00078,Grace Allen,35948.96,USD,1775247840000
C00200,John Knuth,875.11,EUR,1775543520000
C00130,Donald Berners-Lee,6850.61,EUR,1775355060000
C00049,Margaret Hopper,31121.27,GBP,1775171940000
C00139,Barbara Dijkstra,868.29,GBP,1775379420000
C00199,Ada Lovelace,37014.96,GBP,1775540400000
C00087,Barbara Liskov,-1436.93,GBP,1775277240000
C00193,Frances McCarthy,15644.4,EUR,1775526180000
C00125,Radia Berners-Lee,-1900.94,EUR,1775343300000
C00203,Barbara Berners-Lee,30700.27,EUR,1775554380000
C00108,Margaret Allen,22059.68,SEK,1775314320000
C00156,Tim Dijkstra,47664.57,EUR,1775430600000
C00213,Edsger Cerf,42742.72,SEK,1775596320000
C00032,Grace Berners-Lee,48679.82,SEK,1775111400000
C00202,Barbara Lovelace,1508.44,USD,1775545200000
