row_id,full_name,balance,currency,updated_at
C00116,Grace Berners-Lee,31373.97,GBP,1775311200000
C00137,Barbara Perlman,9552.36,GBP,1775366400000
C00075,Grace Liskov,11539.93,USD,1775202900000
C00189,Vint Lovelace,46855.31,SEK,1775501280000
C00203,Donald Lovelace,24676.14,GBP,1775543640000
C00008,Margaret Perlman,35535.02,GBP,1775019600000
C00211,Alan Berners-Lee,44856.93,GBP,1775567520000
C00147,John Cerf,36738.62,USD,1775375640000
C00180,Frances Turing,43726.8,SEK,1775486580000
C00217,Margaret Cerf,26480.56,GBP,1775601360000
C00197,Grace Hamilton,6909.55,SEK,1775532360000
C00213,Frances Hopper,3764.42,SEK,1775571420000
C00020,Margaret McCarthy,33891.34,GBP,1775064300000
C00158,Radia Hopper,9911.2,USD,1775432460000
C00185,Frances Berners-Lee,18713.69,GBP,1775493780000
C00017,Grace Allen,49206.12,SEK,1775055780000
C00193,Barbara Knuth,39892.54,GBP,1775509140000
C00159,Grace Berners-Lee,35401.94,USD,1775436780000
C00135,Grace Lovelace,39834.65,EUR,1775366040000
C00056,Donald Turing,48443.64,SEK,1775157360000
C00184,Donald Liskov,4029.72,USD,1775491980000
C00042,Vint Cerf,30238.44,SEK,1775121240000
C00090,Grace Hamilton,-1112.28,USD,1775254380000
C00108,Vint Hamilton,39738.98,SEK,1775290320000
C00214,Barbara Allen,11044.76,USD,1775577540000
C00191,Margaret Hopper,48164.55,SEK,1775502840000
C00131,Alan Turing,25296.79,EUR,1775354100000
C00067,Tim Allen,-437.34,USD,1775176200000
C00035,Frances Liskov,33192.28,EUR,1775110380000
C00150,Radia Knuth,5560.69,SEK,1775401680000
C00092,Barbara Lovelace,32283.71,SEK,1775257260000
C00069,Grace Berners-Lee,45659.96,SEK,1775185380000
C00068,Tim Lovelace,15388.13,SEK,1775178360000
C00077,John Lovelace,30191.16,GBP,1775206260000
C00160,Edsger Turing,27423.4,SEK,1775442540000
C00091,Edsger Knuth,1111.96,SEK,1775255940000
C00143,John Turing,48785.25,GBP,1775370780000
C00023,Margaret Knuth,8907.87,EUR,1775072760000
C00163,Barbara Allen,7420.22,EUR,1775446140000
C00022,Frances Dijkstra,12365.67,GBP,1775070060000
C00087,Ada Perlman,4804.67,GBP,1775231460000
C00039,Donald Dijkstra,31265.16,SEK,1775112060000
C00183,Margaret Dijkstra,17015.95,USD,1775490600000
C00085,John Dijkstra,28738.1,USD,1775227740000
C00104,Margaret Perlman,1240.71,SEK,1775285640000
C00102,Barbara Lovelace,18138.6,SEK,1775275260000
C00011,Donald Berners-Lee,47013.48,GBP,1775028180000
C00119,Tim Lovelace,21043.8,GBP,1775324820000
C00166,Ada Liskov,35582.89,SEK,1775447100000
C00204,Barbara Knuth,14122.7,SEK,1775548380000
C00064,Margaret Hamilton,17466.73,GBP,1775163660000
C00122,Grace Turing,21013.82,SEK,1775331900000
C00132,Vint McCarthy,33719.72,USD,1775360280000
C00009,Edsger Lovelace,726.39,SEK,1775023800000
C00050,Radia Cerf,1259.66,GBP,1775147100000
C00121,Grace Lovelace,8442.67,GBP,1775329200000
C00049,Alan Perlman,40914.88,EUR,1775147040000
C00097,Alan Berners-Lee,2225.14,GBP,1775267880000
C00016,Frances Perlman,48906.4,EUR,1775044380000
C00005,Margaret Liskov,47243.19,USD,1775013420000
C00004,Vint Liskov,29655.33,USD,1775013120000
C00106,Margaret Allen,33912.64,USD,1775290140000
C00199,Alan Knuth,15934.71,GBP,1775535480000
C00129,Grace Berners-Lee,3596.35,GBP,1775352900000
C00162,Ada Knuth,25867.93,GBP,1775445900000
C00082,Frances Knuth,35274.81,EUR,1775226360000
C00215,John Knuth,43372.38,EUR,1775589960000
C00062,Donald Berners-Lee,30619.27,USD,1775162100000
C00139,Tim McCarthy,22352.65,SEK,1775368260000
C00186,Ada Berners-Lee,33838.74,SEK,1775495160000
C00047,Edsger Hamilton,37597.71,SEK,1775133360000
C00027,Donald Liskov,35216.71,GBP,1775092320000
C00033,Tim Allen,42516.0,EUR,1775109840000
C00194,Tim Perlman,42619.34,SEK,1775510340000
C00124,Donald Berners-Lee,27287.91,EUR,1775340600000
C00177,Edsger Allen,14390.44,EUR,1775483520000
C00057,Edsger Berners-Lee,15777.46,SEK,1775157480000
C00026,Edsger Knuth,28401.57,SEK,1775086140000
C00111,Edsger McCarthy,21446.64,EUR,1775298780000
C00001,Radia Perlman,34470.75,USD,1775004540000
C00195,Grace Knuth,17053.17,GBP,1775521200000
C00201,Frances Hamilton,9586.29,GBP,1775541960000
C00115,Margaret Cerf,17665.63,SEK,1775306880000
C00038,Edsger Allen,8132.29,SEK,1775111880000
C00096,Grace Turing,34533.34,GBP,1775265600000
C00014,Tim Hamilton,38894.55,USD,1775036940000
C00187,Donald Turing,28609.21,SEK,1775498580000
C00095,John McCarthy,45008.48,GBP,1775265060000
C00003,Donald McCarthy,21753.37,GBP,1775006100000
C00105,Radia Dijkstra,37519.55,USD,1775286000000
C00210,Vint Hopper,2383.83,USD,1775562840000
C00168,Donald Allen,27239.99,USD,1775455920000
C00066,Barbara Hopper,41102.08,GBP,1775175360000
C00118,Vint Lovelace,13983.06,GBP,1775321880000
C00207,Vint Dijkstra,23771.81,EUR,1775556780000
C00021,Donald Lovelace,25558.64,GBP,1775066460000
C00086,John Cerf,24933.23,SEK,1775230680000
C00200,Donald Hopper,20371.03,GBP,1775538480000
C00012,Donald Hamilton,15679.41,USD,1775035680000
C00029,Donald Turing,32757.1,GBP,1775098080000
C00170,Margaret Turing,10252.77,SEK,1775468580000
C00055,Tim Cerf,18212.04,USD,1775156580000
C00110,Grace McCarthy,34183.65,USD,1775292720000
C00181,Frances Allen,32392.42,USD,1775487000000
C00209,Grace Allen,-1375.57,EUR,1775562360000
C00153,Tim Perlman,46073.06,SEK,1775415660000
C00065,Vint Hopper,29146.66,SEK,1775172480000
C00156,John Hopper,14896.58,USD,1775419560000
C00071,Grace Liskov,30333.2,GBP,1775193420000
C00208,Margaret Perlman,15051.42,SEK,1775560140000
C00031,Ada Liskov,17511.98,USD,1775105580000
C00202,Tim Perlman,3482.56,EUR,1775541960000
C00073,Edsger Hamilton,24265.67,SEK,1775194740000
C00099,Edsger Berners-Lee,35832.43,SEK,1775268720000
C00190,Vint Liskov,23582.11,USD,1775502060000
C00025,Radia Dijkstra,23724.12,SEK,1775082420000
C00128,Barbara Berners-Lee,35693.06,USD,1775348880000
C00044,Ada Knuth,7189.04,GBP,1775125800000
C00015,Margaret Liskov,32.88,SEK,1775044200000
C00173,Barbara Knuth,41544.49,EUR,1775479980000
C00079,John Berners-Lee,27069.95,EUR,1775209500000
C00144,Barbara Hamilton,9482.3,USD,1775374320000
C00093,Donald McCarthy,16259.22,USD,1775258640000
C00216,Tim Berners-Lee,42136.26,USD,1775600040000
C00134,Tim Dijkstra,21798.39,EUR,1775365380000
C00169,Frances Dijkstra,-1581.99,GBP,1775463060000
C00212,Alan Hamilton,16350.49,EUR,1775568600000
C00152,Tim Lovelace,-151.76,SEK,1775406300000
C00098,Vint Knuth,44442.06,USD,1775268300000
C00157,Frances Lovelace,49454.5,GBP,1775423580000
C00018,Ada Lovelace,24396.25,GBP,1775059260000
C00072,Edsger Hopper,13490.28,EUR,1775194020000
