row_id,full_name,balance,currency,updated_at
C00027,Margaret Cerf,17175.15,EUR,1775080980000
C00025,Alan McCarthy,41772.19,GBP,1775073180000
C00187,Donald Hamilton,43128.93,GBP,1775463480000
C00099,Tim Hopper,20329.88,EUR,1775244000000
C00217,Frances Dijkstra,33317.69,GBP,1775590860000
C00163,Frances Perlman,39760.39,USD,1775408160000
C00093,John Hopper,-502.6,GBP,1775233500000
C00177,Edsger Lovelace,16899.34,SEK,1775441820000
C00031,Vint Liskov,27227.69,USD,1775085480000
C00090,Grace McCarthy,22602.15,SEK,1775219880000
C00016,John Knuth,48595.06,GBP,1775050440000
C00042,Radia Dijkstra,24371.37,EUR,1775113800000
C00165,Tim Hopper,6043.27,EUR,1775412480000
C00202,Vint Hamilton,28762.38,SEK,1775524380000
C00084,Vint Cerf,12488.18,SEK,1775211120000
C00033,Donald Hamilton,-1275.73,GBP,1775089320000
C00104,John McCarthy,42030.98,GBP,1775259540000
C00073,Frances Lovelace,31356.83,USD,1775186640000
C00067,Edsger Cerf,15132.06,GBP,1775177940000
C00035,John Liskov,24761.81,GBP,1775094960000
C00108,Barbara Perlman,8726.93,EUR,1775263260000
C00207,Radia Liskov,29535.11,USD,1775539980000
C00024,Donald Perlman,17420.41,GBP,1775070600000
C00122,Alan Turing,33481.74,SEK,1775292420000
C00150,Donald Knuth,33998.07,GBP,1775388780000
C00182,Vint Perlman,24370.28,SEK,1775456520000
C00139,Frances Allen,39731.84,EUR,1775365500000
C00142,Barbara Liskov,7462.95,GBP,1775373780000
C00103,John Dijkstra,42584.39,GBP,1775258520000
C00175,Radia Liskov,10259.02,USD,1775439480000
C00055,Vint Berners-Lee,15563.16,EUR,1775151480000
C00193,Grace Cerf,6269.44,SEK,1775503860000
C00196,Tim Knuth,9178.45,EUR,1775506860000
C00079,John Hopper,9048.02,SEK,1775200320000
C00014,Alan Turing,30740.86,SEK,1775043540000
C00100,Margaret Hopper,9968.56,GBP,1775248680000
C00048,Grace Allen,47041.37,EUR,1775133660000
C00201,Grace Berners-Lee,11936.57,EUR,1775520120000
C00179,Margaret Hamilton,36523.8,GBP,1775445900000
C00146,Donald Hamilton,17658.3,SEK,1775375520000
C00209,Radia Cerf,46864.82,USD,1775564940000
C00168,Donald Berners-Lee,35580.6,GBP,1775413680000
C00041,John Knuth,18460.55,USD,1775110920000
C00136,Ada Dijkstra,19260.28,EUR,1775325420000
C00054,Radia Hopper,45121.07,GBP,1775147220000
C00174,Radia Hopper,32580.74,EUR,1775432580000
C00213,John Berners-Lee,35519.96,EUR,1775574660000
C00214,Edsger Berners-Lee,26318.83,GBP,1775579400000
C00036,Frances Turing,24039.87,USD,1775095200000
C00164,Donald Liskov,26875.36,SEK,1775410500000
C00075,Ada Hamilton,17113.29,GBP,1775192160000
C00147,Donald Perlman,32713.33,EUR,1775379660000
C00152,Alan Turing,49728.31,USD,1775392260000
C00051,Alan Liskov,7297.32,EUR,1775139660000
C00210,Donald Perlman,12160.59,USD,1775568060000
C00053,Ada Allen,20847.18,EUR,1775144460000
C00138,Edsger Perlman,585.38,EUR,1775361120000
C00070,Vint McCarthy,20572.03,GBP,1775184240000
C00134,Donald McCarthy,48217.59,SEK,1775322660000
C00180,Edsger Allen,33011.62,USD,1775446860000
C00096,Radia Knuth,16343.06,SEK,1775236860000
C00158,Tim Liskov,10259.92,EUR,1775394900000
C00145,Margaret Knuth,6397.48,GBP,1775375100000
C00200,Margaret Hopper,2215.73,EUR,1775516520000
C00198,Tim Allen,19901.99,SEK,1775511120000
C00215,Tim Hamilton,21793.02,SEK,1775580600000
C00020,Grace Allen,39272.4,EUR,1775051160000
C00219,Frances Knuth,18077.75,EUR,1775591640000
C00034,Alan Turing,8585.16,SEK,1775089860000
C00178,Tim Cerf,43754.58,SEK,1775445180000
C00171,Edsger Liskov,7229.57,USD,1775427180000
C00091,John Liskov,45134.46,USD,1775222640000
C00004,Radia Liskov,32960.94,EUR,1775012340000
C00151,Ada Knuth,46978.58,SEK,1775391960000
C00062,Vint Hamilton,19807.21,USD,1775170920000
C00120,Grace McCarthy,8045.87,GBP,1775288640000
C00189,Alan Berners-Lee,27503.28,EUR,1775480820000
C00063,Tim McCarthy,24157.41,USD,1775171700000
C00184,Alan Allen,7856.9,SEK,1775462640000
C00117,Frances Cerf,36661.84,USD,1775285520000
C00149,Barbara Hamilton,35194.25,GBP,1775382840000
C00131,Edsger Lovelace,24146.34,USD,1775306160000
C00186,Alan Hopper,5414.02,SEK,1775463360000
C00169,Edsger Dijkstra,41763.59,USD,1775421600000
C00119,Alan Hopper,-314.88,SEK,1775287560000
C00081,Frances Allen,29261.41,SEK,1775203140000
C00039,Barbara Turing,7906.37,GBP,1775103960000
C00218,Barbara Hamilton,4486.18,USD,1775590980000
C00130,Donald Dijkstra,28695.96,EUR,1775302980000
C00005,Tim McCarthy,1994.44,EUR,1775012400000
C00082,Grace Berners-Lee,27085.25,GBP,1775210700000
C00192,Tim Turing,48586.87,USD,1775502240000
C00221,Vint Turing,48976.16,USD,1775602980000
C00026,Edsger Hamilton,7421.99,EUR,1775077080000
C00197,Vint Cerf,35530.35,EUR,1775508120000
C00212,Vint McCarthy,36944.63,SEK,1775574540000
C00101,Margaret Knuth,36786.29,USD,1775250000000
C00059,John Dijkstra,17855.12,USD,1775155680000
C00199,Barbara Cerf,25015.62,SEK,1775516400000
C00057,Ada McCarthy,6802.24,EUR,1775153940000
C00188,Tim McCarthy,30746.78,SEK,1775470860000
C00064,Vint Cerf,10430.37,EUR,1775174040000
C00043,Alan Perlman,-794.28,SEK,1775118960000
C00092,Edsger Hamilton,22557.26,SEK,1775229360000
C00194,Grace McCarthy,26306.87,EUR,1775504340000
C00153,Vint Allen,28881.48,SEK,1775392620000
C00015,Grace Dijkstra,25644.94,SEK,1775048280000
C00154,Barbara Liskov,12501.33,USD,1775393940000
C00021,John Allen,6344.99,GBP,1775059560000
