row_id,full_name,balance,currency,updated_at
C00044,Radia McCarthy,46145.89,USD,1775121600000
C00091,Vint Cerf,44541.03,SEK,1775258700000
C00062,Edsger Perlman,9328.13,GBP,1775190600000
C00089,Margaret Dijkstra,39555.57,USD,1775257020000
C00131,Tim Allen,49574.55,GBP,1775375160000
C00100,Frances Knuth,3211.86,SEK,1775292600000
C00048,John Liskov,18939.99,SEK,1775143260000
C00170,Barbara Allen,225.44,USD,1775476740000
C00101,Vint Allen,10887.12,USD,1775296440000
C00176,Barbara Dijkstra,35902.84,SEK,1775483580000
C00128,Grace McCarthy,44687.49,USD,1775366160000
C00035,John Berners-Lee,47404.19,USD,1775089920000
C00090,John McCarthy,43648.48,USD,1775258100000
C00206,Frances Perlman,37927.35,SEK,1775584320000
C00103,John Dijkstra,9644.74,USD,1775298600000
C00126,Edsger Lovelace,9544.71,SEK,1775361840000
C00020,Grace Cerf,8914.38,EUR,1775057880000
C00211,Tim Knuth,32249.28,EUR,1775601660000
C00158,Ada Berners-Lee,43543.02,USD,1775448720000
C00162,Margaret Berners-Lee,14606.61,EUR,1775462820000
C00051,Edsger Liskov,9510.19,USD,1775144460000
C00190,Vint Hamilton,47168.19,USD,1775532780000
C00197,Margaret Perlman,11404.37,USD,1775552940000
C00188,Margaret Allen,9714.28,EUR,1775524560000
C00161,Radia Allen,19182.01,SEK,1775461920000
C00138,John McCarthy,40055.32,USD,1775396880000
C00208,Grace Knuth,35558.39,EUR,1775590560000
C00123,Barbara Lovelace,4909.48,EUR,1775353620000
C00116,John Lovelace,34019.26,GBP,1775317140000
C00052,Radia Lovelace,17603.78,SEK,1775149920000
C00117,Margaret Berners-Lee,4553.69,EUR,1775330580000
C00093,Margaret Dijkstra,42187.8,SEK,1775273700000
C00112,Barbara Liskov,20778.44,SEK,1775308500000
C00010,Alan Cerf,39858.45,GBP,1775025780000
C00169,Grace Liskov,2798.5,EUR,1775473320000
C00122,Ada Liskov,9171.4,USD,1775345160000
C00004,Radia Perlman,17061.97,EUR,1775007180000
C00105,Barbara Berners-Lee,12476.56,EUR,1775301900000
C00121,Donald Liskov,4078.77,GBP,1775337120000
C00012,Vint Liskov,30136.16,GBP,1775039760000
C00034,John Liskov,45752.96,EUR,1775086560000
C00181,Margaret Berners-Lee,17831.15,EUR,1775502660000
C00177,Donald Knuth,22020.09,GBP,1775483700000
C00207,Vint Cerf,6474.62,SEK,1775587980000
C00127,Alan Knuth,39265.5,EUR,1775365020000
C00081,Radia Allen,22646.3,EUR,1775245260000
C00129,Frances Dijkstra,9549.78,USD,1775367840000
C00205,Grace Lovelace,28470.6,GBP,1775575500000
C00187,Frances Liskov,27344.55,EUR,1775521260000
C00016,Vint Dijkstra,32189.85,USD,1775045760000
C00136,Barbara Perlman,565.66,EUR,1775392020000
C00030,Grace Berners-Lee,38762.48,SEK,1775081520000
C00196,Barbara Cerf,49244.72,USD,1775550720000
C00056,Grace Allen,32922.04,GBP,1775165580000
C00149,John Berners-Lee,39338.45,EUR,1775428920000
C00080,John Liskov,47443.5,SEK,1775244780000
C00193,Tim Knuth,30953.27,USD,1775540820000
C00084,John Hamilton,37664.71,USD,1775252580000
C00201,Grace Hopper,5056.72,GBP,1775571900000
C00203,Donald Perlman,30351.34,EUR,1775572440000
C00066,Ada Knuth,43257.58,EUR,1775201460000
C00182,Vint Lovelace,33298.41,EUR,1775504940000
C00002,John Lovelace,1157.56,EUR,1775006700000
C00200,Frances Dijkstra,28806.21,EUR,1775565360000
C00102,Grace Perlman,153.32,SEK,1775297760000
C00074,John Lovelace,17340.84,EUR,1775226540000
C00032,John Lovelace,17333.87,SEK,1775081880000
C00092,Tim Berners-Lee,31860.1,GBP,1775263260000
C00209,Vint Allen,31093.75,EUR,1775591040000
C00053,Alan Allen,-334.98,SEK,1775155380000
C00014,Ada McCarthy,11074.88,GBP,1775040960000
C00155,Ada Perlman,6281.59,GBP,1775439840000
C00154,Donald McCarthy,21882.78,EUR,1775433180000
C00055,Donald Allen,22998.37,GBP,1775159460000
C00041,Alan Dijkstra,28065.75,SEK,1775106240000
C00189,Grace McCarthy,19154.92,EUR,1775528940000
C00213,Tim Dijkstra,-391.34,GBP,1775606340000
C00076,Grace Turing,14751.71,GBP,1775233320000
C00166,Barbara Dijkstra,29936.44,SEK,1775470080000
C00186,Tim Knuth,7389.47,GBP,1775519940000
C00097,Frances Dijkstra,46864.93,USD,1775285160000
C00183,Alan Dijkstra,36275.72,GBP,1775507100000
C00142,Vint Perlman,46084.9,GBP,1775407980000
C00198,Edsger Turing,-19.45,USD,1775557740000
C00058,Barbara Dijkstra,41965.14,SEK,1775172360000
C00060,Vint Cerf,33787.81,EUR,1775184960000
C00024,Tim Berners-Lee,31822.27,GBP,1775061360000
C00171,Frances Liskov,23646.75,GBP,1775478120000
C00054,Donald Perlman,34543.16,GBP,1775155920000
C00006,Alan Turing,47260.58,EUR,1775020320000
C00191,Grace Hamilton,48883.29,USD,1775534580000
C00152,Grace McCarthy,27832.78,USD,1775432880000
C00111,Edsger Dijkstra,36558.38,GBP,1775306580000
C00009,Radia Lovelace,38505.3,SEK,1775024820000
C00094,Ada Liskov,9940.14,USD,1775281260000
C00025,Margaret Cerf,12421.65,EUR,1775061720000
C00071,Edsger Liskov,47302.99,GBP,1775211660000
C00159,Alan Cerf,10988.64,USD,1775450100000
C00212,Margaret McCarthy,43195.01,SEK,1775604420000
C00107,John Liskov,17408.19,SEK,1775302920000
C00108,Radia Allen,30587.19,USD,1775303760000
C00040,Radia Hopper,16095.02,USD,1775106180000
C00104,Frances Lovelace,24108.41,GBP,1775301240000
C00018,Donald Hamilton,14971.63,SEK,1775054100000
C00078,Tim Perlman,17104.19,EUR,1775236200000
C00148,Grace McCarthy,48946.09,SEK,1775424780000
C00015,Edsger Perlman,48533.04,GBP,1775041920000
C00145,Grace Turing,44660.88,USD,1775424180000
C00137,Margaret McCarthy,17190.85,GBP,1775394600000
C00017,Frances Lovelace,23721.48,EUR,1775046060000
C00038,Alan Cerf,22877.8,GBP,1775098440000
C00110,Edsger Knuth,6596.86,GBP,1775304600000
C00067,Margaret Liskov,19473.64,GBP,1775205480000
C00150,Grace Hamilton,26472.25,GBP,1775432700000
C00134,Edsger Turing,19109.1,EUR,1775382780000
C00047,Alan Liskov,9794.61,EUR,1775135040000
C00109,Barbara Knuth,30545.04,EUR,1775303820000
C00075,Radia Turing,10565.88,USD,1775227620000
C00029,Vint Cerf,23371.44,SEK,1775068980000
C00000,Grace Dijkstra,16719.36,USD,1775001720000
C00132,Barbara Allen,13522.38,USD,1775377800000
C00037,Donald Lovelace,43864.48,SEK,1775091120000
C00192,Ada Allen,35857.04,SEK,1775539200000
C00064,Donald Turing,10304.03,USD,1775194500000
C00069,Alan Perlman,30789.87,USD,1775209680000
C00011,Barbara Lovelace,22780.66,EUR,1775027160000
C00082,Margaret Hamilton,31609.97,USD,1775248200000
C00179,Tim Berners-Lee,32991.42,GBP,1775500080000
C00046,John Perlman,44288.87,USD,1775124360000
C00031,Donald Dijkstra,21019.45,EUR,1775081580000
C00195,Vint Cerf,30340.03,EUR,1775546460000
C00143,Donald Knuth,34454.05,GBP,1775411520000
C00130,Alan Cerf,42767.39,USD,1775372700000
C00199,Alan Hamilton,485.05,SEK,1775562960000
C00163,Margaret McCarthy,45886.83,USD,1775463720000
C00026,Radia Dijkstra,10949.28,SEK,1775065740000
C00135,Ada Cerf,37883.06,GBP,1775385120000
C00156,Tim Perlman,48400.15,USD,1775441820000
C00172,Grace Hopper,32532.63,SEK,1775480640000
C00144,Edsger Dijkstra,42843.68,SEK,1775416260000
C00120,Barbara Turing,-664.96,USD,1775335200000
C00168,Edsger Hopper,42812.86,USD,1775471700000
C00079,Donald Knuth,3688.57,EUR,1775240940000
C00061,Vint Knuth,42684.13,SEK,1775186160000
C00160,Margaret Turing,28390.52,GBP,1775458680000
C00165,Margaret Perlman,9664.54,EUR,1775466600000
C00099,Ada Perlman,34748.92,GBP,1775292480000
C00033,Vint Perlman,920.0,EUR,1775085540000
C00083,John Perlman,8145.45,SEK,1775252520000
C00180,Alan Perlman,12828.05,USD,1775501880000
C00125,Frances Perlman,24890.42,SEK,1775358960000
