transaction_id,cc_num,datetime,amount,merchant,category,lat,long
T000032851,439700000263,2025-12-08T10:05:00Z,29.35,m_783,travel,46.8853,-93.6596
T000032852,473300000089,2025-12-08T10:08:00Z,5.83,m_241,entertainment,39.1131,-74.2801
T000032853,448100000292,2025-12-08T10:10:00Z,49.66,m_177,entertainment,32.6031,-93.791
T000032854,465400000137,2025-12-08T10:12:00Z,21.5,m_524,electronics,37.1173,-117.2242
T000032855,468700000127,2025-12-08T10:13:00Z,21.77,m_053,health,31.7252,-122.955
T000032856,474600000256,2025-12-08T10:16:00Z,14.58,m_486,restaurant,26.4021,-89.46
T000032857,421000000049,2025-12-08T10:16:00Z,10.87,m_650,health,38.7707,-107.2616
T000032858,452600000257,2025-12-08T10:22:00Z,55.79,m_090,grocery,28.3945,-105.2731
T000032859,405300000080,2025-12-08T10:27:00Z,21.51,m_340,cash_advance,47.848,-87.7737
T000032860,426800000149,2025-12-08T10:30:00Z,39.01,m_239,travel,30.8238,-118.5045
T000032861,414100000007,2025-12-08T10:32:00Z,10.12,m_790,restaurant,36.3571,-114.6316
T000032862,442700000200,2025-12-08T10:32:00Z,17.43,m_238,cash_advance,44.7549,-93.9855
T000032863,475100000009,2025-12-08T10:35:00Z,15.05,m_126,entertainment,32.7382,-78.1966
T000032864,456300000265,2025-12-08T10:38:00Z,28.61,m_600,cash_advance,35.5548,-122.9711
T000032865,487500000214,2025-12-08T10:38:00Z,17.61,m_686,electronics,46.6355,-94.9639
T000032867,413300000210,2025-12-08T10:43:00Z,30.63,m_003,grocery,31.9199,-100.8273
T000032868,432200000285,2025-12-08T10:46:00Z,13.13,m_012,travel,42.3163,-113.3988
T000032869,434800000074,2025-12-08T10:47:00Z,14.24,m_024,health,34.9444,-110.2451
T000032870,492500000154,2025-12-08T10:48:00Z,16.82,m_541,clothing,31.0349,-111.7762
T000032872,452800000233,2025-12-08T10:57:00Z,10.32,m_253,fuel,35.2956,-73.55
T000032873,479800000010,2025-12-08T10:58:00Z,11.89,m_371,fuel,36.9065,-117.8713
T000032875,481700000044,2025-12-08T11:04:00Z,14.26,m_119,health,42.2264,-88.4382
T000032876,413700000266,2025-12-08T11:11:00Z,21.32,m_539,cash_advance,29.8356,-117.3676
T000032877,459200000077,2025-12-08T11:13:00Z,19.58,m_321,restaurant,34.8913,-105.5882
T000032878,429300000186,2025-12-08T11:16:00Z,39.62,m_303,grocery,26.1879,-94.5952
T000032881,412900000224,2025-12-08T11:31:00Z,17.13,m_749,restaurant,29.0356,-120.3622
T000032882,446100000021,2025-12-08T11:32:00Z,44.28,m_491,grocery,45.9919,-83.6557
T000032883,425100000250,2025-12-08T11:36:00Z,12.05,m_495,electronics,32.7033,-98.9304
T000032884,431300000248,2025-12-08T11:40:00Z,35.59,m_191,clothing,27.3141,-86.6861
T000032885,456300000265,2025-12-08T11:41:00Z,66.95,m_591,entertainment,34.5659,-122.9738
T000032886,426900000083,2025-12-08T11:42:00Z,17.98,m_420,electronics,48.0767,-81.6641
T000032887,496500000055,2025-12-08T11:44:00Z,15.53,m_653,health,36.8583,-86.2024
T000032888,471100000081,2025-12-08T11:44:00Z,22.95,m_136,cash_advance,39.5384,-112.9841
T000032889,444800000104,2025-12-08T11:46:00Z,9.15,m_263,fuel,41.8891,-77.9302
T000032890,493800000213,2025-12-08T11:50:00Z,81.43,m_457,grocery,36.0292,-74.4547
T000032892,443000000144,2025-12-08T11:59:00Z,57.46,m_050,online,29.8693,-78.8521
T000032893,470900000176,2025-12-08T11:59:00Z,11.51,m_545,clothing,46.6443,-81.0165
T000032894,491700000073,2025-12-08T12:01:00Z,7.72,m_316,restaurant,29.0745,-85.077
T000032897,487500000214,2025-12-08T12:09:00Z,8.55,m_678,clothing,47.6828,-95.6222
T000032898,422500000202,2025-12-08T12:10:00Z,14.01,m_520,entertainment,27.9081,-87.7841
T000032899,480500000027,2025-12-08T12:12:00Z,7.62,m_075,clothing,37.1472,-106.7294
T000032900,443900000180,2025-12-08T12:12:00Z,16.55,m_641,health,45.6771,-75.9107
T000032901,460200000201,2025-12-08T12:13:00Z,48.03,m_489,restaurant,44.373,-77.6339
T000032902,497600000197,2025-12-08T12:14:00Z,19.66,m_442,cash_advance,45.2083,-116.9151
T000032903,432700000078,2025-12-08T12:14:00Z,34.79,m_767,online,31.5445,-78.0876
T000032904,413300000230,2025-12-08T12:15:00Z,23.19,m_367,restaurant,43.0178,-71.9475
T000032905,400900000156,2025-12-08T12:18:00Z,14.3,m_228,clothing,42.693,-106.6185
T000032907,444800000104,2025-12-08T12:20:00Z,12.03,m_224,cash_advance,41.1398,-76.5754
T000032908,462600000282,2025-12-08T12:22:00Z,2.7,m_492,restaurant,45.6661,-89.2004
T000032909,494800000019,2025-12-08T12:24:00Z,9.11,m_165,fuel,25.3838,-102.8487
T000032910,431600000056,2025-12-08T12:28:00Z,55.74,m_665,travel,45.4319,-83.8752
T000032911,406800000116,2025-12-08T12:29:00Z,13.14,m_048,restaurant,44.4892,-85.618
T000032912,468600000099,2025-12-08T12:32:00Z,9.13,m_156,travel,37.8545,-73.4098
T000032913,438100000157,2025-12-08T12:34:00Z,74.89,m_034,grocery,28.0158,-97.5997
T000032915,449400000093,2025-12-08T13:02:00Z,17.35,m_396,clothing,46.7216,-103.7932
T000032916,490700000167,2025-12-08T13:05:00Z,15.13,m_776,restaurant,31.2923,-99.0687
T000032917,421700000058,2025-12-08T13:17:00Z,23.39,m_590,travel,42.8715,-83.1291
T000032918,447000000194,2025-12-08T13:19:00Z,6.44,m_573,entertainment,34.3469,-81.5934
T000032920,405300000080,2025-12-08T13:27:00Z,13.34,m_258,online,47.3921,-87.8472
T000032921,473800000088,2025-12-08T13:29:00Z,31.85,m_411,restaurant,48.4867,-99.7262
T000032922,440800000163,2025-12-08T13:29:00Z,10.11,m_004,restaurant,27.4414,-117.3461
T000032924,465400000137,2025-12-08T13:38:00Z,14.37,m_532,health,37.648,-117.112
T000032925,472100000092,2025-12-08T13:43:00Z,6.35,m_665,electronics,41.7863,-80.0988
T000032926,400000000251,2025-12-08T13:43:00Z,23.13,m_510,restaurant,38.1691,-97.6786
T000032927,425300000079,2025-12-08T13:44:00Z,17.11,m_428,online,36.0616,-75.965
T000032930,498000000209,2025-12-08T13:52:00Z,47.13,m_579,entertainment,43.7906,-88.406
T000032931,456600000153,2025-12-08T14:00:00Z,57.32,m_173,cash_advance,36.7336,-111.2825
T000032932,432200000285,2025-12-08T14:01:00Z,7.29,m_390,fuel,41.9834,-112.9013
T000032935,412700000272,2025-12-08T14:09:00Z,33.32,m_672,electronics,35.209,-107.8014
T000032936,444800000104,2025-12-08T14:11:00Z,37.05,m_798,restaurant,41.3691,-77.3579
T000032938,465400000137,2025-12-08T14:18:00Z,15.9,m_134,restaurant,37.4911,-116.9783
T000032939,487500000214,2025-12-08T14:19:00Z,7.42,m_065,entertainment,47.1012,-95.5747
T000032940,408300000014,2025-12-08T14:23:00Z,9.34,m_717,clothing,39.7559,-88.8762
T000032941,443000000144,2025-12-08T14:25:00Z,27.52,m_027,restaurant,30.3469,-78.4982
T000032945,400900000156,2025-12-08T14:36:00Z,18.53,m_571,clothing,43.6792,-105.9201
T000032946,478500000258,2025-12-08T14:36:00Z,13.07,m_795,health,46.6439,-84.3887
T000032947,473800000088,2025-12-08T14:45:00Z,8.11,m_731,entertainment,48.8543,-100.2556
T000032948,452800000233,2025-12-08T14:53:00Z,23.67,m_342,restaurant,35.1642,-72.3568
T000032949,431600000056,2025-12-08T14:54:00Z,15.61,m_110,travel,45.8213,-84.0942
T000032951,444800000104,2025-12-08T15:05:00Z,19.47,m_732,grocery,41.4217,-77.0887
T000032953,447000000194,2025-12-08T15:12:00Z,9.85,m_110,electronics,34.7096,-80.8928
T000032955,427100000293,2025-12-08T15:17:00Z,112.19,m_246,grocery,29.7653,-113.1604
T000032956,420200000231,2025-12-08T15:18:00Z,9.51,m_080,travel,28.4115,-115.4218
T000032957,427100000293,2025-12-08T15:19:00Z,24.08,m_781,fuel,30.5523,-112.8697
T000032958,454400000155,2025-12-08T15:24:00Z,52.2,m_645,online,33.7653,-94.0457
T000032959,466900000159,2025-12-08T15:25:00Z,13.97,m_765,fuel,43.828,-99.7512
T000032960,432000000185,2025-12-08T15:33:00Z,42.45,m_551,travel,40.9009,-83.3873
T000032962,457900000211,2025-12-08T15:39:00Z,15.28,m_281,clothing,30.4234,-106.2249
T000032964,429100000136,2025-12-08T15:48:00Z,25.89,m_754,health,48.1278,-79.3586
T000032965,413700000240,2025-12-08T15:48:00Z,22.38,m_174,cash_advance,30.4656,-117.1577
T000032969,480100000110,2025-12-08T16:10:00Z,10.96,m_752,entertainment,44.155,-78.8072
T000032970,496500000055,2025-12-08T16:10:00Z,16.58,m_205,clothing,35.9601,-86.1125
T000032971,432500000036,2025-12-08T16:12:00Z,13.46,m_039,cash_advance,39.6112,-118.8407
T000032972,408800000280,2025-12-08T16:14:00Z,87.0,m_446,fuel,45.5942,-114.0195
T000032973,431800000140,2025-12-08T16:15:00Z,28.87,m_385,cash_advance,47.917,-96.3458
T000032974,421300000071,2025-12-08T16:15:00Z,12.33,m_206,entertainment,34.3812,-96.9969
T000032975,470900000176,2025-12-08T16:16:00Z,13.76,m_368,restaurant,46.3851,-80.679
T000032977,497300000184,2025-12-08T16:19:00Z,15.91,m_789,cash_advance,35.0521,-89.5226
T000032978,404300000189,2025-12-08T16:27:00Z,21.81,m_146,online,25.9394,-117.6895
T000032979,420300000182,2025-12-08T16:31:00Z,24.19,m_334,health,31.0497,-97.0786
T000032980,492900000273,2025-12-08T16:36:00Z,31.04,m_006,entertainment,32.5077,-117.9802
T000032982,488800000242,2025-12-08T16:37:00Z,22.12,m_502,restaurant,34.1203,-100.2197
T000032983,467400000299,2025-12-08T16:39:00Z,64.32,m_747,online,27.0048,-109.2268
T000032984,421300000071,2025-12-08T16:41:00Z,2.73,m_675,electronics,34.9884,-97.67
T000032985,488200000133,2025-12-08T16:43:00Z,7.97,m_310,cash_advance,46.7701,-88.0647
T000032987,421400000107,2025-12-08T16:43:00Z,14.81,m_503,grocery,40.0155,-112.4471
T000032990,434500000161,2025-12-08T16:51:00Z,31.62,m_037,fuel,35.8693,-88.7231
T000032991,426700000042,2025-12-08T16:56:00Z,30.72,m_752,travel,36.082,-115.631
T000032994,478200000065,2025-12-08T17:07:00Z,22.02,m_353,restaurant,34.2942,-89.6288
T000032995,429300000186,2025-12-08T17:09:00Z,37.59,m_358,clothing,27.4188,-93.7951
T000032998,479800000010,2025-12-08T17:13:00Z,85.19,m_123,travel,36.1476,-108.8808
T000032999,426900000083,2025-12-08T17:16:00Z,119.17,m_641,entertainment,48.1127,-83.5312
T000033000,423800000109,2025-12-08T17:19:00Z,11.37,m_412,entertainment,37.2912,-97.9803
T000033001,408700000002,2025-12-08T17:22:00Z,34.3,m_403,clothing,36.9495,-95.0576
T000033002,429100000136,2025-12-08T17:23:00Z,51.62,m_324,grocery,48.8324,-78.2441
T000033005,434500000161,2025-12-08T17:34:00Z,12.61,m_368,health,36.5354,-87.771
T000033006,458800000284,2025-12-08T17:41:00Z,18.18,m_390,fuel,39.9778,-96.2116
T000033007,488200000133,2025-12-08T17:41:00Z,14.96,m_691,clothing,47.6536,-87.6784
T000033009,490700000100,2025-12-08T17:56:00Z,19.96,m_315,travel,34.1116,-121.607
T000033011,405300000080,2025-12-08T18:04:00Z,25.76,m_025,travel,47.0568,-87.9422
T000033012,412900000224,2025-12-08T18:04:00Z,29.9,m_425,restaurant,29.6411,-119.8186
T000033015,480100000110,2025-12-08T18:11:00Z,14.76,m_404,electronics,43.8281,-79.118
T000033016,468200000221,2025-12-08T18:12:00Z,13.41,m_448,entertainment,40.9518,-71.4436
T000033017,489800000203,2025-12-08T18:12:00Z,12.96,m_200,entertainment,42.7744,-102.6677
T000033019,443300000192,2025-12-08T18:16:00Z,21.68,m_217,electronics,31.9163,-119.1611
T000033021,453700000255,2025-12-08T18:21:00Z,3.97,m_340,restaurant,25.0186,-111.9766
T000033022,496700000238,2025-12-08T18:21:00Z,6.34,m_121,cash_advance,25.5685,-102.8369
T000033023,443900000180,2025-12-08T18:22:00Z,15.76,m_368,online,45.5874,-76.4846
T000033024,405300000080,2025-12-08T18:23:00Z,64.92,m_235,online,47.34,-87.7199
T000033027,426800000149,2025-12-08T18:34:00Z,72.21,m_341,electronics,29.239,-118.0412
T000033028,489100000057,2025-12-08T18:34:00Z,25.75,m_526,fuel,45.647,-73.8071
T000033029,483100000286,2025-12-08T18:34:00Z,30.74,m_176,online,36.0002,-75.112
T000033030,489100000057,2025-12-08T18:36:00Z,27.43,m_578,travel,46.0646,-73.6408
T000033033,408800000280,2025-12-08T18:40:00Z,47.37,m_318,clothing,45.3042,-114.2221
T000033035,489800000203,2025-12-08T18:59:00Z,17.76,m_521,cash_advance,42.7311,-103.3788
T000033036,424900000048,2025-12-08T19:04:00Z,13.48,m_687,grocery,35.4201,-114.6366
T000033037,453500000052,2025-12-08T19:05:00Z,17.88,m_351,restaurant,43.4494,-123.0619
T000033038,480500000222,2025-12-08T19:06:00Z,64.4,m_400,clothing,28.4724,-122.6856
T000033039,497600000197,2025-12-08T19:07:00Z,164.01,m_012,cash_advance,49.5567,-123.655
T000033040,405200000054,2025-12-08T19:16:00Z,59.25,m_438,entertainment,30.9184,-88.7316
T000033041,427500000040,2025-12-08T19:24:00Z,631.68,m_403,travel,28.5085,-93.1653
T000033042,496500000055,2025-12-08T19:25:00Z,11.07,m_012,entertainment,35.5313,-85.9417
T000033044,497300000184,2025-12-08T19:31:00Z,22.58,m_233,fuel,35.4811,-89.1608
T000033045,436200000283,2025-12-08T19:36:00Z,32.65,m_731,health,31.1583,-118.226
T000033046,431600000056,2025-12-08T19:41:00Z,30.25,m_574,cash_advance,45.1606,-84.4065
T000033047,457900000211,2025-12-08T19:42:00Z,10.39,m_196,fuel,31.8066,-106.0203
T000033048,424900000048,2025-12-08T19:45:00Z,15.55,m_334,restaurant,34.2006,-114.9298
T000033049,463700000006,2025-12-08T19:51:00Z,17.39,m_023,cash_advance,29.4138,-123.2393
T000033050,412900000224,2025-12-08T19:59:00Z,25.67,m_458,online,30.1065,-119.9349
T000033052,453700000255,2025-12-08T20:03:00Z,24.06,m_279,travel,25.2526,-111.6747
T000033053,497000000034,2025-12-08T20:05:00Z,15.91,m_682,electronics,36.6963,-121.777
T000033054,490700000167,2025-12-08T20:09:00Z,35.85,m_585,clothing,30.9173,-99.8523
T000033055,432400000114,2025-12-08T20:09:00Z,20.68,m_505,online,42.3608,-74.7516
T000033056,480500000222,2025-12-08T20:12:00Z,44.5,m_544,cash_advance,29.071,-123.1513
T000033057,467200000059,2025-12-08T20:12:00Z,8.92,m_111,health,43.0905,-81.4683
T000033059,493100000068,2025-12-08T20:18:00Z,14.34,m_455,cash_advance,34.4042,-91.4163
T000033062,446100000021,2025-12-08T20:29:00Z,48.52,m_584,clothing,46.0763,-83.8272
T000033064,440000000190,2025-12-08T20:39:00Z,8.29,m_682,clothing,41.1355,-77.5387
T000033065,419500000045,2025-12-08T20:42:00Z,41.02,m_156,entertainment,27.6511,-77.5449
T000033067,494800000228,2025-12-08T20:46:00Z,35.85,m_743,restaurant,25.5482,-86.3726
T000033068,498000000026,2025-12-08T20:49:00Z,122.5,m_310,clothing,26.7285,-90.0972
T000033069,466900000159,2025-12-08T20:49:00Z,5.88,m_643,health,43.248,-100.2968
T000033071,413700000240,2025-12-08T20:51:00Z,10.38,m_756,fuel,30.1262,-117.2425
T000033073,474600000256,2025-12-08T20:51:00Z,16.46,m_052,clothing,25.7506,-88.3644
T000033074,418600000223,2025-12-08T20:55:00Z,9.33,m_585,fuel,49.2237,-78.4116
T000033075,492900000216,2025-12-08T20:55:00Z,10.22,m_765,health,35.6188,-71.1631
T000033077,402600000247,2025-12-08T20:58:00Z,14.52,m_572,entertainment,48.0117,-109.1163
T000033079,488800000117,2025-12-08T21:16:00Z,16.05,m_708,online,35.4541,-105.2814
T000033082,423800000109,2025-12-08T21:36:00Z,11.34,m_009,grocery,37.7125,-98.9799
T000033083,479800000010,2025-12-08T21:38:00Z,77.1,m_358,restaurant,36.4168,-118.7199
T000033084,421300000071,2025-12-08T21:41:00Z,4.31,m_346,travel,35.5187,-97.7174
T000033085,491700000032,2025-12-08T21:47:00Z,11.06,m_655,electronics,34.8618,-116.4921
T000033086,427500000040,2025-12-08T21:53:00Z,33.78,m_047,health,26.6067,-87.2999
T000033087,478800000067,2025-12-08T21:56:00Z,9.61,m_533,clothing,46.3414,-73.5344
T000033089,420200000231,2025-12-08T22:28:00Z,13.66,m_362,electronics,28.3637,-115.7064
T000033092,483100000286,2025-12-08T22:54:00Z,41.73,m_047,restaurant,35.7911,-75.4083
T000033094,485300000175,2025-12-08T23:49:00Z,4.13,m_417,clothing,36.7348,-92.4768
T000033096,427100000293,2025-12-09T00:04:00Z,127.74,m_409,travel,29.9364,-113.195
T000033099,455200000029,2025-12-09T00:23:00Z,20.72,m_509,fuel,45.5261,-74.6693
T000033100,419500000045,2025-12-09T00:36:00Z,33.5,m_220,restaurant,27.4792,-77.6102
T000033101,488600000295,2025-12-09T00:37:00Z,83.24,m_566,travel,38.0164,-99.2439
T000033102,455200000029,2025-12-09T00:45:00Z,7.88,m_449,entertainment,44.2635,-74.3121
T000033103,447000000194,2025-12-09T00:52:00Z,12.57,m_145,grocery,35.5098,-81.363
T000033104,426900000172,2025-12-09T01:04:00Z,15.46,m_775,clothing,43.8047,-107.0088
T000033105,412900000224,2025-12-09T01:12:00Z,12.25,m_524,fuel,29.4138,-119.3233
T000033106,408300000014,2025-12-09T01:54:00Z,14.58,m_778,electronics,39.4172,-89.0225
T000033107,449400000093,2025-12-09T02:00:00Z,10.33,m_480,grocery,47.0598,-103.716
T000033108,497000000034,2025-12-09T02:08:00Z,29.99,m_430,electronics,39.0262,-123.3182
T000033109,405500000165,2025-12-09T02:19:00Z,163.71,m_354,travel,40.6533,-124.3893
T000033110,497600000197,2025-12-09T02:42:00Z,196.85,m_430,electronics,46.9802,-118.3319
T000033111,467000000279,2025-12-09T02:44:00Z,20.41,m_353,electronics,44.0313,-108.4564
T000033112,473800000088,2025-12-09T02:59:00Z,9.48,m_421,travel,49.7036,-99.8601
T000033113,413700000240,2025-12-09T03:20:00Z,70.01,m_215,electronics,29.5227,-118.0867
T000033114,489100000057,2025-12-09T03:21:00Z,22.22,m_384,clothing,46.2945,-73.9444
T000033115,413700000266,2025-12-09T03:38:00Z,56.23,m_369,travel,29.7994,-116.6281
T000033117,453700000255,2025-12-09T03:58:00Z,7.98,m_189,electronics,25.0556,-112.6633
T000033118,471000000105,2025-12-09T04:06:00Z,14.84,m_421,cash_advance,39.6249,-94.7838
T000033119,478800000067,2025-12-09T04:22:00Z,4.26,m_787,cash_advance,47.2859,-73.4208
T000033120,427500000040,2025-12-09T04:25:00Z,12.45,m_305,entertainment,25.8327,-86.9395
T000033121,421400000107,2025-12-09T04:30:00Z,41.34,m_394,fuel,39.6978,-112.3436
T000033122,400900000156,2025-12-09T05:06:00Z,25.81,m_301,entertainment,43.4951,-106.797
T000033123,432500000036,2025-12-09T05:12:00Z,4.24,m_356,restaurant,39.812,-119.4168
T000033124,443000000144,2025-12-09T05:13:00Z,15.87,m_330,electronics,30.3034,-78.9951
T000033125,408300000014,2025-12-09T05:36:00Z,5.25,m_630,fuel,39.0102,-88.7798
T000033129,486600000215,2025-12-09T06:02:00Z,22.19,m_174,travel,31.7264,-101.8733
T000033132,434500000161,2025-12-09T07:01:00Z,42.47,m_267,clothing,37.1207,-88.5797
T000033133,476900000239,2025-12-09T07:15:00Z,70.79,m_309,online,30.254,-96.485
T000033134,414100000007,2025-12-09T07:26:00Z,36.46,m_043,entertainment,35.2814,-114.4617
T000033135,435100000025,2025-12-09T07:35:00Z,9.31,m_700,online,34.3347,-101.2664
T000033136,413700000240,2025-12-09T08:01:00Z,44.01,m_373,travel,30.0175,-118.5257
T000033137,472500000070,2025-12-09T08:03:00Z,29.15,m_488,restaurant,38.337,-101.5212
T000033139,426800000261,2025-12-09T08:06:00Z,32.26,m_499,restaurant,30.7812,-113.029
T000033140,460200000201,2025-12-09T08:09:00Z,26.32,m_103,grocery,44.9037,-77.6961
T000033141,490700000167,2025-12-09T08:09:00Z,39.95,m_691,cash_advance,30.7628,-99.2846
T000033143,432200000285,2025-12-09T08:15:00Z,17.63,m_446,fuel,42.4861,-113.458
T000033144,413300000230,2025-12-09T08:18:00Z,19.59,m_075,fuel,42.8211,-71.9098
T000033145,498000000026,2025-12-09T08:19:00Z,41.08,m_131,fuel,26.8419,-90.0926
T000033147,472200000195,2025-12-09T08:20:00Z,26.99,m_145,restaurant,35.1295,-81.2811
T000033148,421000000049,2025-12-09T08:21:00Z,36.15,m_740,travel,39.4849,-107.5773
T000033150,476900000239,2025-12-09T08:30:00Z,6.01,m_179,travel,30.5552,-96.5884
T000033151,400000000251,2025-12-09T08:38:00Z,6.6,m_243,restaurant,37.6894,-98.2408
T000033152,427100000293,2025-12-09T08:41:00Z,33.01,m_573,health,29.7647,-112.7181
T000033154,413700000240,2025-12-09T08:42:00Z,19.22,m_110,restaurant,29.7679,-117.8572
T000033155,466900000159,2025-12-09T08:48:00Z,4.14,m_064,cash_advance,43.5012,-99.822
T000033156,498300000111,2025-12-09T08:49:00Z,12.56,m_206,entertainment,25.8341,-117.4899
T000033159,443300000192,2025-12-09T08:52:00Z,41.58,m_164,travel,31.8889,-119.1134
T000033162,438100000157,2025-12-09T08:55:00Z,31.55,m_189,clothing,28.6201,-97.9356
T000033160,421200000102,2025-12-09T08:55:00Z,24.07,m_730,fuel,40.0491,-116.7069
T000033161,478800000015,2025-12-09T08:55:00Z,58.72,m_048,clothing,29.9206,-113.5908
T000033163,485100000229,2025-12-09T08:56:00Z,44.23,m_120,restaurant,30.1133,-96.7571
T000033164,445900000135,2025-12-09T08:59:00Z,63.44,m_041,electronics,32.4944,-105.1616
T000033165,440800000163,2025-12-09T09:00:00Z,6.46,m_460,entertainment,28.0982,-117.782
T000033166,431800000140,2025-12-09T09:02:00Z,83.24,m_458,cash_advance,47.2459,-96.558
T000033167,491600000072,2025-12-09T09:05:00Z,22.64,m_685,grocery,35.5908,-113.3136
T000033168,490700000167,2025-12-09T09:11:00Z,43.71,m_393,clothing,31.2614,-100.1053
T000033170,452100000297,2025-12-09T09:23:00Z,13.7,m_105,online,25.3116,-84.3905
T000033172,476900000239,2025-12-09T09:25:00Z,25.57,m_457,cash_advance,31.1851,-97.3016
T000033174,422800000294,2025-12-09T09:32:00Z,21.89,m_688,restaurant,40.2543,-116.5162
T000033175,411100000235,2025-12-09T09:33:00Z,14.21,m_363,restaurant,35.5951,-118.6087
T000033176,455200000029,2025-12-09T09:39:00Z,18.49,m_120,restaurant,45.694,-74.0571
T000033177,449300000066,2025-12-09T09:43:00Z,15.74,m_254,health,34.1808,-91.9552
T000033178,442800000101,2025-12-09T09:43:00Z,14.27,m_758,electronics,24.4021,-102.924
T000033179,483600000069,2025-12-09T09:44:00Z,21.27,m_428,restaurant,28.1969,-111.975
T000033180,404300000189,2025-12-09T09:45:00Z,14.38,m_053,grocery,26.3601,-117.3191
T000033181,492900000216,2025-12-09T09:45:00Z,3.72,m_701,health,34.8117,-71.1163
T000033182,406800000116,2025-12-09T09:48:00Z,36.49,m_123,cash_advance,45.1508,-85.3295
T000033183,451400000118,2025-12-09T09:49:00Z,17.22,m_235,health,30.3033,-72.5703
T000033185,480500000222,2025-12-09T09:51:00Z,27.78,m_187,electronics,29.0211,-122.9726
T000033187,467700000148,2025-12-09T09:53:00Z,32.7,m_418,restaurant,33.6206,-72.5504
T000033189,451400000118,2025-12-09T10:01:00Z,35.83,m_753,cash_advance,30.2448,-72.8187
T000033190,476900000239,2025-12-09T10:06:00Z,33.74,m_578,clothing,31.0551,-96.7779
T000033191,456300000265,2025-12-09T10:10:00Z,24.48,m_326,entertainment,34.1014,-122.518
T000033193,492500000154,2025-12-09T10:14:00Z,16.32,m_075,health,30.6134,-112.2284
T000033195,453700000255,2025-12-09T10:17:00Z,7.68,m_110,travel,25.314,-111.4032
T000033196,426700000042,2025-12-09T10:26:00Z,18.37,m_226,restaurant,35.4427,-115.727
T000033197,411100000235,2025-12-09T10:30:00Z,8.88,m_358,grocery,35.6634,-117.9546
T000033198,432500000036,2025-12-09T10:31:00Z,8.91,m_648,clothing,39.4415,-120.1806
T000033199,471100000081,2025-12-09T10:36:00Z,2.17,m_478,travel,40.0126,-114.0334
T000033200,438100000157,2025-12-09T10:38:00Z,30.35,m_113,restaurant,27.1501,-97.6292
T000033202,413300000210,2025-12-09T10:47:00Z,36.98,m_421,fuel,32.056,-101.2278
T000033203,434500000161,2025-12-09T10:52:00Z,9.91,m_290,cash_advance,36.1628,-88.1715
T000033204,463700000204,2025-12-09T10:52:00Z,30.0,m_569,grocery,46.9493,-91.4449
T000033205,413700000266,2025-12-09T10:55:00Z,35.58,m_601,restaurant,30.686,-116.2809
T000033208,463700000006,2025-12-09T11:11:00Z,5.48,m_788,entertainment,29.5814,-123.0232
T000033209,456300000265,2025-12-09T11:18:00Z,47.85,m_333,restaurant,34.1882,-122.5379
T000033211,451600000095,2025-12-09T11:23:00Z,14.06,m_070,cash_advance,41.1827,-102.8746
T000033212,485300000175,2025-12-09T11:27:00Z,15.04,m_188,entertainment,37.2876,-92.894
T000033213,475100000009,2025-12-09T11:27:00Z,25.92,m_601,entertainment,33.05,-77.7056
