row_id,full_name,balance,currency,updated_at
C00044,Grace Cerf,11103.09,EUR,1775088300000
C00168,Edsger McCarthy,26856.83,USD,1775433240000
C00214,John Allen,12903.61,USD,1775573160000
C00210,Margaret McCarthy,46395.59,SEK,1775564760000
C00158,Donald Liskov,17808.85,USD,1775397240000
C00018,Ada Cerf,23727.8,SEK,1775026260000
C00020,Edsger Perlman,43505.61,USD,1775029140000
C00012,Edsger Hopper,13973.46,EUR,1775016840000
C00201,Ada Turing,3036.53,USD,1775535540000
C00101,Margaret Hamilton,33330.63,EUR,1775287320000
C00150,Edsger Hamilton,11510.81,EUR,1775366880000
C00196,Vint Lovelace,33579.88,GBP,1775510700000
C00107,Radia Knuth,29418.12,USD,1775305800000
C00039,Frances Allen,37717.51,EUR,1775068320000
C00047,Alan Berners-Lee,49112.58,USD,1775102640000
C00200,Barbara McCarthy,27714.87,SEK,1775535300000
C00123,Alan Turing,26762.47,USD,1775324340000
C00004,Grace Dijkstra,11990.48,SEK,1775005440000
C00010,Radia Lovelace,47294.56,USD,1775011800000
C00217,Tim Perlman,8103.42,SEK,1775583840000
C00151,Radia Berners-Lee,16330.54,USD,1775373300000
C00091,Frances Turing,15968.3,GBP,1775257320000
C00051,John Knuth,30401.58,GBP,1775114160000
C00122,Edsger Perlman,20485.23,SEK,1775321580000
C00153,Tim Berners-Lee,41632.2,EUR,1775381640000
C00179,Alan Perlman,4630.26,EUR,1775456520000
C00172,Radia Perlman,14788.03,USD,1775443380000
C00087,Donald Knuth,21489.15,USD,1775245440000
C00006,Ada Dijkstra,493.88,USD,1775005920000
C00073,Grace Allen,2068.6,EUR,1775211120000
C00166,Margaret Cerf,23251.4,USD,1775419800000
C00188,Grace Cerf,40930.55,USD,1775500620000
C00067,Frances Turing,35536.61,GBP,1775161380000
C00092,Vint Liskov,25549.06,EUR,1775258580000
C00198,Barbara Perlman,18047.81,SEK,1775520480000
C00070,Alan Dijkstra,33072.67,GBP,1775169900000
C00062,Margaret Turing,12206.05,GBP,1775145900000
C00076,Vint Hamilton,45626.25,GBP,1775214480000
C00192,Ada Cerf,45349.06,EUR,1775504460000
C00222,Vint Dijkstra,8985.17,SEK,1775591880000
C00187,Ada Lovelace,8852.41,SEK,1775497260000
C00024,Vint Knuth,37645.73,GBP,1775032440000
C00136,Edsger Lovelace,48008.18,USD,1775345580000
C00193,Radia McCarthy,10208.44,GBP,1775508840000
C00154,John Perlman,162.87,USD,1775390880000
C00045,Tim Hamilton,36255.77,USD,1775093280000
C00199,Donald Liskov,-1998.47,EUR,1775521500000
C00170,Frances Berners-Lee,48443.75,SEK,1775438280000
C00102,Alan Liskov,13641.9,GBP,1775290740000
C00060,Donald Lovelace,48119.64,GBP,1775141160000
C00197,Vint Perlman,21279.73,USD,1775512380000
C00074,John Knuth,14675.92,EUR,1775212080000
C00026,Grace Lovelace,27114.5,GBP,1775032740000
C00173,Edsger Hopper,23895.44,EUR,1775448060000
C00185,Alan Perlman,40299.73,USD,1775488860000
C00093,Vint Turing,812.34,USD,1775259840000
C00176,Frances Berners-Lee,12357.59,SEK,1775451420000
C00157,John Cerf,26938.4,EUR,1775396820000
C00063,Vint Liskov,22299.89,EUR,1775147700000
C00054,Barbara Knuth,19181.63,USD,1775120880000
C00085,Donald Berners-Lee,41419.38,EUR,1775245140000
C00113,Barbara Turing,43327.43,USD,1775314080000
C00036,Grace Hopper,26783.11,EUR,1775057520000
C00079,Frances Turing,20050.97,GBP,1775224980000
C00165,Radia Lovelace,36003.33,EUR,1775416320000
C00203,Grace Hamilton,49506.74,SEK,1775537280000
C00111,Radia Dijkstra,-1263.93,GBP,1775311920000
C00211,Barbara Hamilton,15823.26,USD,1775565360000
C00145,Margaret Turing,27377.9,GBP,1775365140000
C00141,Barbara Perlman,27554.53,SEK,1775353440000
C00171,Ada Hamilton,29050.85,USD,1775438880000
C00046,Ada McCarthy,28514.3,USD,1775096340000
C00183,John Turing,16988.39,USD,1775462340000
C00213,Margaret Turing,3669.68,EUR,1775568780000
C00142,Edsger Hopper,46798.1,GBP,1775355060000
C00064,John Hamilton,34834.74,EUR,1775158680000
C00220,Vint Dijkstra,11041.15,EUR,1775588820000
C00017,Barbara Allen,5071.52,EUR,1775019180000
C00081,Barbara Berners-Lee,16312.58,EUR,1775238300000
C00099,John Hopper,5929.38,USD,1775279880000
C00097,John Liskov,46371.47,GBP,1775272560000
C00186,Grace Allen,48901.23,EUR,1775489520000
C00077,Barbara Allen,22410.44,EUR,1775217240000
C00143,Ada Liskov,10548.41,GBP,1775357400000
C00205,Radia Dijkstra,29724.29,SEK,1775545800000
C00013,Grace McCarthy,8502.02,SEK,1775017020000
C00125,John Lovelace,22072.8,USD,1775325840000
C00164,Vint Perlman,44946.04,SEK,1775416320000
C00071,Ada Perlman,49449.06,USD,1775182380000
C00001,Radia McCarthy,7466.74,GBP,1775004720000
C00105,Edsger Knuth,8062.73,EUR,1775295300000
C00218,Grace Berners-Lee,27387.23,SEK,1775586780000
C00194,Tim Hamilton,23860.0,EUR,1775509860000
C00009,Donald Turing,29422.45,USD,1775010900000
C00109,Barbara Hamilton,14168.12,SEK,1775307180000
C00156,Alan Hopper,39884.32,GBP,1775391600000
C00177,John Lovelace,7530.08,EUR,1775455320000
C00137,Donald Perlman,9795.52,EUR,1775352960000
C00031,John McCarthy,6466.25,SEK,1775049660000
C00167,Barbara Cerf,46605.98,GBP,1775426100000
C00161,Barbara Turing,12149.88,GBP,1775409120000
C00216,John Liskov,17709.73,EUR,1775583060000
C00135,Donald Lovelace,40526.97,USD,1775345520000
C00041,Alan Knuth,26987.14,SEK,1775080140000
C00080,Edsger Hopper,12806.62,EUR,1775231760000
C00110,Donald Berners-Lee,6059.43,GBP,1775308620000
C00207,Grace McCarthy,34206.65,GBP,1775550840000
C00130,Barbara Turing,-1671.19,SEK,1775333280000
C00162,Tim Knuth,37676.6,EUR,1775415660000
C00174,Donald Hopper,49001.47,USD,1775448420000
C00189,Edsger Cerf,42770.1,EUR,1775501700000
C00133,Frances Turing,29267.24,GBP,1775340240000
C00208,Grace Dijkstra,39455.02,EUR,1775557260000
C00083,Frances Turing,20766.78,USD,1775238600000
C00160,Ada McCarthy,38102.87,EUR,1775408460000
C00184,Vint Lovelace,16648.0,USD,1775475060000
C00221,Barbara Turing,12959.49,SEK,1775589480000
C00127,Alan Lovelace,22134.17,USD,1775330220000
C00112,Grace Hopper,-116.46,USD,1775313780000
C00126,Vint Berners-Lee,26451.4,GBP,1775328000000
C00038,Radia Allen,5378.7,USD,1775066400000
C00050,Vint Allen,32157.73,EUR,1775112000000
C00131,Tim Cerf,8675.89,EUR,1775339460000
C00029,Alan Lovelace,34764.29,SEK,1775035260000
C00048,Tim Turing,46659.24,SEK,1775105880000
C00061,Barbara Perlman,25612.87,USD,1775143500000
C00202,Donald Hopper,25603.36,SEK,1775537100000
C00181,Barbara Liskov,42186.02,USD,1775458920000
C00032,Margaret Hopper,34121.46,GBP,1775051640000
C00124,Alan Liskov,30069.71,SEK,1775324700000
C00169,Barbara Dijkstra,47178.45,USD,1775433480000
C00215,Radia Dijkstra,14697.06,USD,1775582040000
C00007,Barbara Turing,30189.49,USD,1775006940000
C00042,Vint Knuth,33085.79,GBP,1775087940000
C00084,Alan Hamilton,47328.31,EUR,1775241720000
C00057,Barbara Allen,33716.58,SEK,1775127720000
