row_id,full_name,balance,currency,updated_at
C00032,Margaret Lovelace,10100.58,USD,1775089020000
C00005,Tim McCarthy,1541.97,USD,1775023980000
C00026,Barbara Liskov,16176.0,GBP,1775074560000
C00074,Grace Hamilton,1903.08,EUR,1775239200000
C00225,Grace Perlman,19640.44,GBP,1775591640000
C00056,Tim Dijkstra,1552.35,SEK,1775173800000
C00180,Barbara Hopper,49125.21,EUR,1775449920000
C00202,Radia Perlman,19555.36,EUR,1775523120000
C00154,Vint McCarthy,42995.44,SEK,1775385300000
C00040,Vint Liskov,28191.11,GBP,1775108820000
C00206,Donald Knuth,35597.31,SEK,1775526300000
C00167,Frances Lovelace,26345.87,SEK,1775414040000
C00084,Vint Lovelace,35442.12,SEK,1775250780000
C00024,Radia Berners-Lee,26390.46,USD,1775072340000
C00215,John Hamilton,40493.59,USD,1775551020000
C00036,Margaret Allen,20928.37,SEK,1775102220000
C00195,Ada McCarthy,14368.39,EUR,1775506020000
C00185,Donald Perlman,5504.37,SEK,1775469540000
C00043,Vint Liskov,22343.83,GBP,1775118540000
C00003,Edsger Berners-Lee,44737.82,EUR,1775019840000
C00122,Barbara Perlman,29133.02,EUR,1775323980000
C00216,Frances Hamilton,38508.73,EUR,1775552040000
C00091,Margaret Berners-Lee,47793.43,USD,1775262000000
C00006,Grace Dijkstra,20435.18,EUR,1775026500000
C00068,Frances Cerf,34043.6,EUR,1775208360000
C00188,Ada Turing,48331.5,USD,1775479320000
C00184,Edsger Allen,49557.38,SEK,1775467500000
C00115,Donald Cerf,5046.66,EUR,1775317260000
C00093,Frances Perlman,26916.44,GBP,1775262780000
C00027,John Berners-Lee,11040.13,GBP,1775076060000
C00013,John Cerf,2780.35,GBP,1775048700000
C00223,Alan Hamilton,3277.13,EUR,1775587140000
C00183,Edsger Dijkstra,19381.57,GBP,1775467500000
C00200,Frances Hamilton,21271.66,SEK,1775515320000
C00189,Ada Cerf,14667.39,USD,1775486340000
C00207,Donald Berners-Lee,6562.13,EUR,1775531340000
C00022,Grace Hamilton,1714.02,SEK,1775068680000
C00186,Ada Hamilton,18639.85,GBP,1775470500000
C00143,Tim Dijkstra,7411.78,GBP,1775367240000
C00113,Edsger Cerf,19429.59,SEK,1775297340000
C00010,Alan Cerf,37984.9,SEK,1775039760000
C00033,Alan Turing,19331.76,GBP,1775099640000
C00191,Margaret Dijkstra,39378.98,USD,1775490900000
C00221,Radia Lovelace,42617.1,USD,1775584200000
C00087,Margaret Lovelace,48661.61,SEK,1775257920000
C00144,Radia Cerf,39965.64,SEK,1775368380000
C00114,Alan Knuth,30826.59,SEK,1775300160000
C00210,Edsger Hamilton,10477.26,USD,1775537820000
C00141,Margaret Berners-Lee,9821.72,GBP,1775364180000
C00075,Edsger Lovelace,26215.45,USD,1775239680000
C00086,Donald McCarthy,41562.07,SEK,1775256960000
C00000,Ada Liskov,27231.29,SEK,1775007900000
C00128,Radia Hamilton,43118.46,USD,1775329740000
C00152,Radia Dijkstra,19618.09,EUR,1775383800000
C00146,Donald McCarthy,45097.53,USD,1775373240000
C00059,Ada Turing,32385.99,SEK,1775180760000
C00199,Vint Turing,48342.64,GBP,1775513580000
C00150,Donald Cerf,26999.33,GBP,1775375940000
C00107,Tim Perlman,-405.73,EUR,1775278260000
C00172,Edsger Allen,10085.37,EUR,1775420100000
C00168,Ada Perlman,40594.03,SEK,1775414220000
C00151,Margaret Cerf,20516.3,GBP,1775383740000
C00023,Alan McCarthy,36842.32,EUR,1775071020000
C00139,Frances Lovelace,28464.4,SEK,1775352480000
C00004,John McCarthy,26151.69,USD,1775021640000
C00176,Radia Perlman,14996.96,USD,1775434980000
C00083,John Perlman,3662.95,SEK,1775250360000
C00136,Margaret Allen,25696.46,USD,1775349360000
C00092,John Hamilton,1547.67,GBP,1775262360000
C00106,Frances Dijkstra,46744.0,USD,1775277660000
C00181,John Berners-Lee,8818.52,SEK,1775455020000
C00038,Edsger Hopper,39466.04,GBP,1775104500000
C00009,Frances Lovelace,15363.77,GBP,1775032860000
C00090,Grace Perlman,27020.92,EUR,1775261340000
C00218,Margaret Lovelace,30539.53,EUR,1775563380000
C00212,Frances Perlman,19959.51,SEK,1775538840000
C00071,Tim Turing,5400.89,EUR,1775220960000
C00177,John Hopper,49303.2,SEK,1775439780000
C00157,Frances Cerf,25752.12,EUR,1775392440000
C00055,Radia Liskov,38531.09,EUR,1775171460000
C00148,Grace Knuth,16963.56,EUR,1775375940000
C00101,Grace Knuth,28000.36,GBP,1775271720000
C00156,Radia Dijkstra,2803.61,EUR,1775389860000
C00174,Barbara Liskov,-1056.35,EUR,1775432340000
C00037,Grace Lovelace,40454.66,SEK,1775103660000
C00196,Grace Hopper,20650.69,EUR,1775507160000
C00063,Frances Perlman,2734.42,EUR,1775199960000
C00125,Frances Turing,12622.7,GBP,1775328480000
C00111,Alan Turing,11015.0,SEK,1775289900000
C00170,John Turing,45198.52,GBP,1775417400000
C00041,Alan Dijkstra,48653.48,GBP,1775109360000
C00194,Tim Liskov,26028.14,GBP,1775498760000
C00140,Barbara Hamilton,45501.76,GBP,1775358180000
C00204,Radia Knuth,19674.33,USD,1775524260000
C00190,Ada Liskov,3758.33,EUR,1775486820000
C00065,John Berners-Lee,9524.33,EUR,1775204400000
C00081,Radia Lovelace,-1438.61,EUR,1775248740000
C00137,Grace Berners-Lee,20932.48,SEK,1775352360000
C00020,Alan Berners-Lee,16009.76,GBP,1775062980000
C00061,Grace Dijkstra,22174.96,EUR,1775189640000
C00127,Frances Liskov,38763.06,EUR,1775329200000
C00076,Alan Lovelace,31349.8,SEK,1775241840000
C00192,Ada Lovelace,38873.1,USD,1775498100000
C00205,John Lovelace,49177.81,SEK,1775525580000
C00169,Margaret Berners-Lee,16839.08,GBP,1775416080000
C00120,Tim Dijkstra,7905.59,USD,1775323560000
C00058,Donald Berners-Lee,29043.57,USD,1775175780000
C00155,Grace Knuth,32593.37,SEK,1775385600000
C00078,Donald Liskov,18799.7,SEK,1775243400000
C00130,Tim McCarthy,19842.68,EUR,1775335980000
C00048,John Knuth,-211.6,GBP,1775152020000
C00219,Edsger Berners-Lee,18199.38,USD,1775569500000
C00129,Alan Allen,17364.02,SEK,1775332440000
C00042,Radia Hamilton,46448.49,USD,1775115540000
C00171,Radia Perlman,44470.03,USD,1775417880000
C00070,Edsger Hamilton,24034.59,USD,1775220840000
C00211,John Turing,19364.78,SEK,1775537880000
C00197,Radia Knuth,22204.13,EUR,1775508180000
C00018,Vint Lovelace,17088.29,SEK,1775061480000
C00163,Alan Turing,14560.18,GBP,1775411160000
C00220,Radia Hamilton,15258.27,USD,1775571480000
C00008,Edsger Knuth,38458.18,SEK,1775032560000
C00142,Barbara Turing,34008.68,SEK,1775364840000
C00131,Donald Knuth,13970.99,USD,1775345820000
C00147,Donald Berners-Lee,37633.03,SEK,1775373900000
C00017,Grace McCarthy,41744.13,GBP,1775055180000
C00173,Frances Allen,35411.26,GBP,1775431620000
C00028,Donald Allen,31759.55,SEK,1775081520000
C00047,Ada Liskov,1294.28,SEK,1775142900000
C00158,Edsger Berners-Lee,39584.07,SEK,1775401980000
C00217,Tim Knuth,4935.94,USD,1775554980000
C00109,Tim Allen,3946.96,USD,1775285640000
C00067,Edsger Cerf,9828.83,USD,1775207340000
C00073,Barbara Dijkstra,16249.98,USD,1775226420000
C00108,Grace Allen,34810.23,GBP,1775278920000
C00222,Alan Knuth,15135.73,GBP,1775585760000
C00193,Radia Hopper,45377.24,GBP,1775498580000
C00214,Radia Knuth,35803.73,USD,1775542320000
C00039,Grace Turing,40143.58,EUR,1775107080000
C00045,Margaret Dijkstra,9997.36,EUR,1775125620000
C00133,Grace McCarthy,45910.22,SEK,1775346120000
C00089,Edsger Cerf,45502.1,EUR,1775259900000
C00203,Tim Perlman,45506.3,EUR,1775523840000
C00227,John Knuth,1835.91,SEK,1775599860000
C00103,Donald Turing,20606.83,USD,1775274000000
C00213,Alan Turing,17569.22,USD,1775539980000
C00079,John Knuth,-1007.84,EUR,1775245380000
